Entity,Frequency,Entity Type,Year,Month,Day,Latitude,Longitude,Country,City,News Source
Europe,2,LOC,2022,3,11,51.0,10.0,Germany,,aljazeera
the Middle East,2,LOC,2022,3,11,42.3638002,-71.1013814,United States,Cambridge,aljazeera
Black Sea,1,LOC,2022,3,11,43.87280435,33.99381558677739,,,aljazeera
Crimean Tatars,1,LOC,2022,3,11,,,,,aljazeera
south,1,LOC,2022,3,11,36.638392,127.6961188,South Korea,Cheongju-si,aljazeera
Eastern Europe,1,LOC,2022,3,11,41.836891800000004,22.52384962142576,North Macedonia,,aljazeera
Middle East,1,LOC,2022,3,11,39.3014159,-76.5888477,United States,Baltimore,aljazeera
Roscosmos Western,1,LOC,2022,3,11,,,,,aljazeera
Ukraine,98,GPE,2022,3,12,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,53,GPE,2022,3,12,64.6863136,97.7453061,Russia,,aljazeera
Mariupol,17,GPE,2022,3,12,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Moscow,11,GPE,2022,3,12,55.7504461,37.6174943,Russia,Moscow,aljazeera
US,10,GPE,2022,3,12,39.7837304,-100.445882,United States,,aljazeera
China,7,GPE,2022,3,12,35.000074,104.999927,China,,aljazeera
Italy,6,GPE,2022,3,12,42.6384261,12.674297,Italy,Terni,aljazeera
Beijing,4,GPE,2022,3,12,39.906217,116.3912757,China,Beijing,aljazeera
Chernobyl,4,GPE,2022,3,12,51.2705477,30.2195609,Ukraine,,aljazeera
UK,4,GPE,2022,3,12,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
the United States,3,GPE,2022,3,12,29.6330078,-97.98859404468138,United States,,aljazeera
Poland,3,GPE,2022,3,12,52.215933,19.134422,Poland,,aljazeera
Turkey,3,GPE,2022,3,12,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
Greece,3,GPE,2022,3,12,38.9953683,21.9877132,Greece,,aljazeera
Rome,3,GPE,2022,3,12,41.8933203,12.4829321,Italy,Rome,aljazeera
Kherson,3,GPE,2022,3,12,46.5421715,33.4079326,Ukraine,,aljazeera
Qatar,3,GPE,2022,3,12,25.3336984,51.2295295,Qatar,,aljazeera
Sweden,3,GPE,2022,3,12,59.6749712,14.5208584,Sweden,,aljazeera
Kyiv,2,GPE,2022,3,12,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Luhansk,2,GPE,2022,3,12,49.2724587,38.9150477,Ukraine,,aljazeera
Kyiv,6,LOC,2022,3,12,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,2,LOC,2022,3,12,51.0,10.0,Germany,,aljazeera
West,1,LOC,2022,3,12,0.5090396,34.5731341,Kenya,,aljazeera
the Moscow Patriarchate,1,LOC,2022,3,12,59.386055999999996,28.192576885135136,Estonia,,aljazeera
Black Sea,1,LOC,2022,3,12,43.87280435,33.99381558677739,,,aljazeera
Ukraine,140,GPE,2022,3,13,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,99,GPE,2022,3,13,64.6863136,97.7453061,Russia,,aljazeera
US,17,GPE,2022,3,13,39.7837304,-100.445882,United States,,aljazeera
China,17,GPE,2022,3,13,35.000074,104.999927,China,,aljazeera
Moscow,12,GPE,2022,3,13,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,8,GPE,2022,3,13,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Syria,7,GPE,2022,3,13,34.6401861,39.0494106,Syria,,aljazeera
Donetsk,6,GPE,2022,3,13,48.0158753,37.8013407,Ukraine,Donetsk,aljazeera
Chernobyl,6,GPE,2022,3,13,51.2705477,30.2195609,Ukraine,,aljazeera
Turkey,5,GPE,2022,3,13,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
UK,5,GPE,2022,3,13,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Bulgaria,4,GPE,2022,3,13,42.6073975,25.4856617,Bulgaria,,aljazeera
the United States,4,GPE,2022,3,13,29.6330078,-97.98859404468138,United States,,aljazeera
Kyiv,4,GPE,2022,3,13,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
France,4,GPE,2022,3,13,46.603354,1.8883335,France,,aljazeera
Poland,4,GPE,2022,3,13,52.215933,19.134422,Poland,,aljazeera
Beijing,3,GPE,2022,3,13,39.906217,116.3912757,China,Beijing,aljazeera
Zaporizhzhia,3,GPE,2022,3,13,47.8507859,35.1182867,Ukraine,Zaporizhzhia,aljazeera
Israel,3,GPE,2022,3,13,31.5313113,34.8667654,Israel,Lachish Regional Council,aljazeera
Iran,3,GPE,2022,3,13,32.6475314,54.5643516,Iran,دهستان زرین,aljazeera
Kyiv,16,LOC,2022,3,13,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,2,LOC,2022,3,13,51.0,10.0,Germany,,aljazeera
Mariupol,1,LOC,2022,3,13,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Black Sea,1,LOC,2022,3,13,43.87280435,33.99381558677739,,,aljazeera
the Crimean Peninsula,1,LOC,2022,3,13,,,,,aljazeera
Ukraine,163,GPE,2022,3,14,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,133,GPE,2022,3,14,64.6863136,97.7453061,Russia,,aljazeera
China,36,GPE,2022,3,14,35.000074,104.999927,China,,aljazeera
US,30,GPE,2022,3,14,39.7837304,-100.445882,United States,,aljazeera
Moscow,21,GPE,2022,3,14,55.7504461,37.6174943,Russia,Moscow,aljazeera
UK,16,GPE,2022,3,14,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Mariupol,11,GPE,2022,3,14,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Ukrainian,9,GPE,2022,3,14,,,,,aljazeera
Syria,8,GPE,2022,3,14,34.6401861,39.0494106,Syria,,aljazeera
Poland,7,GPE,2022,3,14,52.215933,19.134422,Poland,,aljazeera
Hungary,5,GPE,2022,3,14,47.1817585,19.5060937,Hungary,Pusztavacs,aljazeera
Belarus,5,GPE,2022,3,14,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
Canada,5,GPE,2022,3,14,61.0666922,-107.991707,Canada,,aljazeera
London,5,GPE,2022,3,14,51.5073219,-0.1276474,United Kingdom,Westminster,aljazeera
Beijing,5,GPE,2022,3,14,39.906217,116.3912757,China,Beijing,aljazeera
Chernobyl,4,GPE,2022,3,14,51.2705477,30.2195609,Ukraine,,aljazeera
France,4,GPE,2022,3,14,46.603354,1.8883335,France,,aljazeera
the United States,4,GPE,2022,3,14,29.6330078,-97.98859404468138,United States,,aljazeera
Brussels,4,GPE,2022,3,14,50.8465573,4.351697,Belgium,Brussels,aljazeera
Kyiv,4,GPE,2022,3,14,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Kyiv,21,LOC,2022,3,14,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,6,LOC,2022,3,14,51.0,10.0,Germany,,aljazeera
Dnipro,2,LOC,2022,3,14,51.9191343,30.8243039,Ukraine,,aljazeera
West,2,LOC,2022,3,14,0.5090396,34.5731341,Kenya,,aljazeera
East,1,LOC,2022,3,14,12.2527495,0.8736106,Burkina Faso,,aljazeera
Loire,1,LOC,2022,3,14,45.75385355,4.045473682551104,France,,aljazeera
Kyiv | Al J,1,LOC,2022,3,14,,,,,aljazeera
the Bug River,1,LOC,2022,3,14,,,,,aljazeera
Western Sanctions,1,LOC,2022,3,14,,,,,aljazeera
Europe & Asia,1,LOC,2022,3,14,55.0181376,59.7346941,Russia,,aljazeera
the Sea of Azov city,1,LOC,2022,3,14,,,,,aljazeera
the Middle East,1,LOC,2022,3,14,42.3638002,-71.1013814,United States,Cambridge,aljazeera
Ukraine,165,GPE,2022,3,15,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,103,GPE,2022,3,15,64.6863136,97.7453061,Russia,,aljazeera
US,30,GPE,2022,3,15,39.7837304,-100.445882,United States,,aljazeera
Moscow,19,GPE,2022,3,15,55.7504461,37.6174943,Russia,Moscow,aljazeera
Kyiv,13,GPE,2022,3,15,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Poland,11,GPE,2022,3,15,52.215933,19.134422,Poland,,aljazeera
Chernihiv,8,GPE,2022,3,15,51.272593,31.7417235,Ukraine,,aljazeera
China,8,GPE,2022,3,15,35.000074,104.999927,China,,aljazeera
Mariupol,7,GPE,2022,3,15,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Turkey,7,GPE,2022,3,15,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
Ukrainian,5,GPE,2022,3,15,,,,,aljazeera
Japan,5,GPE,2022,3,15,36.5748441,139.2394179,Japan,Kiryu,aljazeera
UK,5,GPE,2022,3,15,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Slovenia,5,GPE,2022,3,15,45.8133113,14.4808369,Slovenia,,aljazeera
Taiwan,5,GPE,2022,3,15,23.9739374,120.9820179,Taiwan,,aljazeera
Syria,4,GPE,2022,3,15,34.6401861,39.0494106,Syria,,aljazeera
France,3,GPE,2022,3,15,46.603354,1.8883335,France,,aljazeera
the Russian Federation,3,GPE,2022,3,15,52.5161051,13.3834149,Germany,Berlin,aljazeera
Austria,3,GPE,2022,3,15,47.59397,14.12456,Austria,Stainach-Pürgg,aljazeera
Brussels,3,GPE,2022,3,15,50.8465573,4.351697,Belgium,Brussels,aljazeera
Kyiv,15,LOC,2022,3,15,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,4,LOC,2022,3,15,51.0,10.0,Germany,,aljazeera
West,3,LOC,2022,3,15,0.5090396,34.5731341,Kenya,,aljazeera
Eastern Europe,1,LOC,2022,3,15,41.836891800000004,22.52384962142576,North Macedonia,,aljazeera
Dnipro,1,LOC,2022,3,15,51.9191343,30.8243039,Ukraine,,aljazeera
Pacific,1,LOC,2022,3,15,47.2640129,-122.2485492,United States,,aljazeera
Biden,1,LOC,2022,3,15,5.2290543,-1.0078989,Ghana,,aljazeera
the Black Sea,1,LOC,2022,3,15,52.0687719,4.2778376,Netherlands,The Hague,aljazeera
Ukraine,153,GPE,2022,3,16,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,105,GPE,2022,3,16,64.6863136,97.7453061,Russia,,aljazeera
US,23,GPE,2022,3,16,39.7837304,-100.445882,United States,,aljazeera
Moscow,17,GPE,2022,3,16,55.7504461,37.6174943,Russia,Moscow,aljazeera
UK,15,GPE,2022,3,16,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Mariupol,14,GPE,2022,3,16,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
China,12,GPE,2022,3,16,35.000074,104.999927,China,,aljazeera
Belarus,8,GPE,2022,3,16,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
India,8,GPE,2022,3,16,22.3511148,78.6677428,India,,aljazeera
Germany,7,GPE,2022,3,16,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
France,6,GPE,2022,3,16,46.603354,1.8883335,France,,aljazeera
Kyiv,6,GPE,2022,3,16,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Poland,6,GPE,2022,3,16,52.215933,19.134422,Poland,,aljazeera
Hungary,6,GPE,2022,3,16,47.1817585,19.5060937,Hungary,Pusztavacs,aljazeera
Turkey,6,GPE,2022,3,16,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
Britain,5,GPE,2022,3,16,54.31536155,-1.9180234948012402,United Kingdom,Richmondshire,aljazeera
Chernihiv,5,GPE,2022,3,16,51.272593,31.7417235,Ukraine,,aljazeera
Canada,5,GPE,2022,3,16,61.0666922,-107.991707,Canada,,aljazeera
Washington,4,GPE,2022,3,16,38.8950368,-77.0365427,United States,Washington,aljazeera
Ukrainian,4,GPE,2022,3,16,,,,,aljazeera
Europe,6,LOC,2022,3,16,51.0,10.0,Germany,,aljazeera
Mars,5,LOC,2022,3,16,45.022172,4.3221548,France,,aljazeera
Kyiv,3,LOC,2022,3,16,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
West,2,LOC,2022,3,16,0.5090396,34.5731341,Kenya,,aljazeera
Black Sea,2,LOC,2022,3,16,43.87280435,33.99381558677739,,,aljazeera
Russophobic,1,LOC,2022,3,16,,,,,aljazeera
the Black Sea,1,LOC,2022,3,16,52.0687719,4.2778376,Netherlands,The Hague,aljazeera
European Championships,1,LOC,2022,3,16,,,,,aljazeera
Ukraine,160,GPE,2022,3,17,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,119,GPE,2022,3,17,64.6863136,97.7453061,Russia,,aljazeera
US,30,GPE,2022,3,17,39.7837304,-100.445882,United States,,aljazeera
Moscow,24,GPE,2022,3,17,55.7504461,37.6174943,Russia,Moscow,aljazeera
UK,22,GPE,2022,3,17,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Mariupol,15,GPE,2022,3,17,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Italy,8,GPE,2022,3,17,42.6384261,12.674297,Italy,Terni,aljazeera
Poland,8,GPE,2022,3,17,52.215933,19.134422,Poland,,aljazeera
China,7,GPE,2022,3,17,35.000074,104.999927,China,,aljazeera
Japan,6,GPE,2022,3,17,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Ukrainian,6,GPE,2022,3,17,,,,,aljazeera
Lviv,6,GPE,2022,3,17,49.841952,24.0315921,Ukraine,,aljazeera
Bulgaria,5,GPE,2022,3,17,42.6073975,25.4856617,Bulgaria,,aljazeera
Norway,4,GPE,2022,3,17,60.5000209,9.0999715,Norway,,aljazeera
Slovakia,4,GPE,2022,3,17,48.7411522,19.4528646,Slovakia,Ľubietová,aljazeera
Germany,4,GPE,2022,3,17,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
Australia,4,GPE,2022,3,17,-24.7761086,134.755,Australia,,aljazeera
Kyiv,3,GPE,2022,3,17,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Beijing,3,GPE,2022,3,17,39.906217,116.3912757,China,Beijing,aljazeera
Syria,3,GPE,2022,3,17,34.6401861,39.0494106,Syria,,aljazeera
Kyiv,6,LOC,2022,3,17,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Biden,2,LOC,2022,3,17,5.2290543,-1.0078989,Ghana,,aljazeera
Europe,2,LOC,2022,3,17,51.0,10.0,Germany,,aljazeera
West,2,LOC,2022,3,17,0.5090396,34.5731341,Kenya,,aljazeera
Eastern Europe,2,LOC,2022,3,17,41.836891800000004,22.52384962142576,North Macedonia,,aljazeera
East Coast,1,LOC,2022,3,17,-38.1532287,178.1367523749267,New Zealand,,aljazeera
Shale,1,LOC,2022,3,17,42.3659184,19.757584451775166,Albania,Shalë,aljazeera
Scholz,1,LOC,2022,3,17,51.86566365,9.094225016240884,Germany,Steinheim,aljazeera
the Sea of Azov,1,LOC,2022,3,17,,,,,aljazeera
Black Sea,1,LOC,2022,3,17,43.87280435,33.99381558677739,,,aljazeera
the Black Sea,1,LOC,2022,3,17,52.0687719,4.2778376,Netherlands,The Hague,aljazeera
Ukraine,99,GPE,2022,3,18,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,53,GPE,2022,3,18,64.6863136,97.7453061,Russia,,aljazeera
China,29,GPE,2022,3,18,35.000074,104.999927,China,,aljazeera
US,26,GPE,2022,3,18,39.7837304,-100.445882,United States,,aljazeera
Poland,16,GPE,2022,3,18,52.215933,19.134422,Poland,,aljazeera
Moscow,15,GPE,2022,3,18,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,10,GPE,2022,3,18,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Beijing,8,GPE,2022,3,18,39.906217,116.3912757,China,Beijing,aljazeera
India,6,GPE,2022,3,18,22.3511148,78.6677428,India,,aljazeera
Switzerland,6,GPE,2022,3,18,46.7985624,8.2319736,Switzerland,Sachseln,aljazeera
Kyiv,5,GPE,2022,3,18,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Ukrainian,5,GPE,2022,3,18,,,,,aljazeera
Bulgaria,5,GPE,2022,3,18,42.6073975,25.4856617,Bulgaria,,aljazeera
Belarus,3,GPE,2022,3,18,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
Xi,2,GPE,2022,3,18,26.6031069,101.62832,China,Xi District,aljazeera
Mykolaiv,2,GPE,2022,3,18,47.3886032,31.9442334,Ukraine,,aljazeera
Japan,2,GPE,2022,3,18,36.5748441,139.2394179,Japan,Kiryu,aljazeera
New Delhi,2,GPE,2022,3,18,28.6138954,77.2090057,India,New Delhi,aljazeera
Kishida,2,GPE,2022,3,18,35.4610773,134.4770731,Japan,,aljazeera
UK,2,GPE,2022,3,18,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Europe,5,LOC,2022,3,18,51.0,10.0,Germany,,aljazeera
Kyiv,2,LOC,2022,3,18,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Black Sea,2,LOC,2022,3,18,43.87280435,33.99381558677739,,,aljazeera
the Sea of Azov,2,LOC,2022,3,18,,,,,aljazeera
the Black Sea,1,LOC,2022,3,18,52.0687719,4.2778376,Netherlands,The Hague,aljazeera
the Mediterranean Sea,1,LOC,2022,3,18,31.27717,16.020182,Libya,,aljazeera
West,1,LOC,2022,3,18,0.5090396,34.5731341,Kenya,,aljazeera
Cold Response,1,LOC,2022,3,18,,,,,aljazeera
Sea of Azov,1,LOC,2022,3,18,46.196729,36.73570655151333,,,aljazeera
Xi-Biden,1,LOC,2022,3,18,41.4366597,-75.6357551,United States,Scranton,aljazeera
Biden,1,LOC,2022,3,18,5.2290543,-1.0078989,Ghana,,aljazeera
Ukraine,89,GPE,2022,3,19,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,66,GPE,2022,3,19,64.6863136,97.7453061,Russia,,aljazeera
Mariupol,24,GPE,2022,3,19,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
US,11,GPE,2022,3,19,39.7837304,-100.445882,United States,,aljazeera
China,10,GPE,2022,3,19,35.000074,104.999927,China,,aljazeera
Israel,8,GPE,2022,3,19,31.5313113,34.8667654,Israel,Lachish Regional Council,aljazeera
Moscow,6,GPE,2022,3,19,55.7504461,37.6174943,Russia,Moscow,aljazeera
Germany,6,GPE,2022,3,19,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
France,4,GPE,2022,3,19,46.603354,1.8883335,France,,aljazeera
Qatar,4,GPE,2022,3,19,25.3336984,51.2295295,Qatar,,aljazeera
Turkey,4,GPE,2022,3,19,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
Ukrainian,3,GPE,2022,3,19,,,,,aljazeera
Brexit,3,GPE,2022,3,19,48.6902006,6.1840396,France,Nancy,aljazeera
Switzerland,3,GPE,2022,3,19,46.7985624,8.2319736,Switzerland,Sachseln,aljazeera
Warsaw,3,GPE,2022,3,19,52.2319581,21.0067249,Poland,Warsaw,aljazeera
Kharkiv,2,GPE,2022,3,19,49.9923181,36.2310146,Ukraine,Kharkiv,aljazeera
UKRAINE,2,GPE,2022,3,19,49.4871968,31.2718321,Ukraine,,aljazeera
Jerusalem,2,GPE,2022,3,19,31.79592425,35.21198075969497,Israel,Jerusalem,aljazeera
Slovakia,2,GPE,2022,3,19,48.7411522,19.4528646,Slovakia,Ľubietová,aljazeera
Kherson,2,GPE,2022,3,19,46.5421715,33.4079326,Ukraine,,aljazeera
Kyiv,4,LOC,2022,3,19,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,4,LOC,2022,3,19,51.0,10.0,Germany,,aljazeera
Black Sea,1,LOC,2022,3,19,43.87280435,33.99381558677739,,,aljazeera
Sviatoshyn district,1,LOC,2022,3,19,50.4576865,30.3883951,Ukraine,,aljazeera
Luhansk,1,LOC,2022,3,19,49.2724587,38.9150477,Ukraine,,aljazeera
western Volyn region,1,LOC,2022,3,19,,,,,aljazeera
Roscosmos Six,1,LOC,2022,3,19,,,,,aljazeera
West,1,LOC,2022,3,19,0.5090396,34.5731341,Kenya,,aljazeera
Ukraine,100,GPE,2022,3,20,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,76,GPE,2022,3,20,64.6863136,97.7453061,Russia,,aljazeera
Moscow,29,GPE,2022,3,20,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,13,GPE,2022,3,20,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Kyiv,11,GPE,2022,3,20,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
US,9,GPE,2022,3,20,39.7837304,-100.445882,United States,,aljazeera
China,9,GPE,2022,3,20,35.000074,104.999927,China,,aljazeera
Japan,8,GPE,2022,3,20,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Brussels,6,GPE,2022,3,20,50.8465573,4.351697,Belgium,Brussels,aljazeera
Chernobyl,6,GPE,2022,3,20,51.2705477,30.2195609,Ukraine,,aljazeera
Kherson,5,GPE,2022,3,20,46.5421715,33.4079326,Ukraine,,aljazeera
Israel,5,GPE,2022,3,20,31.5313113,34.8667654,Israel,Lachish Regional Council,aljazeera
Lithuania,4,GPE,2022,3,20,55.3500003,23.7499997,Lithuania,,aljazeera
Ukrainian,4,GPE,2022,3,20,,,,,aljazeera
UKRAINE,4,GPE,2022,3,20,49.4871968,31.2718321,Ukraine,,aljazeera
Jerusalem,4,GPE,2022,3,20,31.79592425,35.21198075969497,Israel,Jerusalem,aljazeera
Germany,3,GPE,2022,3,20,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
Turkey,3,GPE,2022,3,20,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
Poland,3,GPE,2022,3,20,52.215933,19.134422,Poland,,aljazeera
Slovenia,3,GPE,2022,3,20,45.8133113,14.4808369,Slovenia,,aljazeera
Europe,14,LOC,2022,3,20,51.0,10.0,Germany,,aljazeera
Kyiv,9,LOC,2022,3,20,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Podilskyi district,3,LOC,2022,3,20,50.4895574,30.42850354868418,Ukraine,Kyiv,aljazeera
the Black Sea,2,LOC,2022,3,20,52.0687719,4.2778376,Netherlands,The Hague,aljazeera
Berdyansk,1,LOC,2022,3,20,46.755678,36.7887623,Ukraine,Berdiansk,aljazeera
the Northern Territories,1,LOC,2022,3,20,60.5554159,-116.144044,Canada,,aljazeera
Azov Sea,1,LOC,2022,3,20,46.196729,36.73570655151333,,,aljazeera
Black Sea,1,LOC,2022,3,20,43.87280435,33.99381558677739,,,aljazeera
Biden,1,LOC,2022,3,20,5.2290543,-1.0078989,Ghana,,aljazeera
Gulf,1,LOC,2022,3,20,29.9665252,-85.2175889,United States,,aljazeera
Ukraine,151,GPE,2022,3,21,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,113,GPE,2022,3,21,64.6863136,97.7453061,Russia,,aljazeera
US,37,GPE,2022,3,21,39.7837304,-100.445882,United States,,aljazeera
Moscow,29,GPE,2022,3,21,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,16,GPE,2022,3,21,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Poland,10,GPE,2022,3,21,52.215933,19.134422,Poland,,aljazeera
Japan,10,GPE,2022,3,21,36.5748441,139.2394179,Japan,Kiryu,aljazeera
UK,6,GPE,2022,3,21,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Ukrainian,6,GPE,2022,3,21,,,,,aljazeera
Kyiv,5,GPE,2022,3,21,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Belarus,5,GPE,2022,3,21,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
the United States,4,GPE,2022,3,21,29.6330078,-97.98859404468138,United States,,aljazeera
Biden,4,GPE,2022,3,21,5.2290543,-1.0078989,Ghana,,aljazeera
Hungary,4,GPE,2022,3,21,47.1817585,19.5060937,Hungary,Pusztavacs,aljazeera
London,4,GPE,2022,3,21,51.5073219,-0.1276474,United Kingdom,Westminster,aljazeera
Washington,4,GPE,2022,3,21,38.8950368,-77.0365427,United States,Washington,aljazeera
China,3,GPE,2022,3,21,35.000074,104.999927,China,,aljazeera
India,3,GPE,2022,3,21,22.3511148,78.6677428,India,,aljazeera
UKRAINE,3,GPE,2022,3,21,49.4871968,31.2718321,Ukraine,,aljazeera
G20,3,GPE,2022,3,21,37.6832097,112.4255869,China,Jinyuan,aljazeera
Europe,13,LOC,2022,3,21,51.0,10.0,Germany,,aljazeera
West,4,LOC,2022,3,21,0.5090396,34.5731341,Kenya,,aljazeera
Kyiv,4,LOC,2022,3,21,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Dnipro,2,LOC,2022,3,21,51.9191343,30.8243039,Ukraine,,aljazeera
the Sea of Azov,2,LOC,2022,3,21,,,,,aljazeera
eastern Dnipro,1,LOC,2022,3,21,,,,,aljazeera
Lurope,1,LOC,2022,3,21,,,,,aljazeera
Volyn,1,LOC,2022,3,21,51.5451167,24.6627893,Ukraine,,aljazeera
the Crimean Peninsula,1,LOC,2022,3,21,,,,,aljazeera
the Northern Territories,1,LOC,2022,3,21,60.5554159,-116.144044,Canada,,aljazeera
Black  Sea,1,LOC,2022,3,21,43.87280435,33.99381558677739,,,aljazeera
Pacific,1,LOC,2022,3,21,47.2640129,-122.2485492,United States,,aljazeera
Middle East,1,LOC,2022,3,21,39.3014159,-76.5888477,United States,Baltimore,aljazeera
Biden,1,LOC,2022,3,21,5.2290543,-1.0078989,Ghana,,aljazeera
Ukraine,128,GPE,2022,3,22,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,117,GPE,2022,3,22,64.6863136,97.7453061,Russia,,aljazeera
US,33,GPE,2022,3,22,39.7837304,-100.445882,United States,,aljazeera
Moscow,23,GPE,2022,3,22,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,15,GPE,2022,3,22,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Poland,10,GPE,2022,3,22,52.215933,19.134422,Poland,,aljazeera
Belarus,8,GPE,2022,3,22,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
Macron,7,GPE,2022,3,22,41.0062945,39.7273072,Turkey,Trabzon,aljazeera
China,7,GPE,2022,3,22,35.000074,104.999927,China,,aljazeera
Germany,7,GPE,2022,3,22,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
Brussels,6,GPE,2022,3,22,50.8465573,4.351697,Belgium,Brussels,aljazeera
UK,6,GPE,2022,3,22,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Kyiv,5,GPE,2022,3,22,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
the United States,4,GPE,2022,3,22,29.6330078,-97.98859404468138,United States,,aljazeera
United States,3,GPE,2022,3,22,39.7837304,-100.445882,United States,,aljazeera
France,3,GPE,2022,3,22,46.603354,1.8883335,France,,aljazeera
Ukrainian,3,GPE,2022,3,22,,,,,aljazeera
The United States,3,GPE,2022,3,22,44.9764284,-71.6801477,United States,Averill,aljazeera
Sweden,3,GPE,2022,3,22,59.6749712,14.5208584,Sweden,,aljazeera
Japan,3,GPE,2022,3,22,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Kyiv,6,LOC,2022,3,22,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,5,LOC,2022,3,22,51.0,10.0,Germany,,aljazeera
West,2,LOC,2022,3,22,0.5090396,34.5731341,Kenya,,aljazeera
the Desna River,1,LOC,2022,3,22,,,,,aljazeera
the Baltic Sea,1,LOC,2022,3,22,26.074337,-97.162078,United States,,aljazeera
the Crimean Peninsula,1,LOC,2022,3,22,,,,,aljazeera
Asia,1,LOC,2022,3,22,51.2086975,89.2343748,Russia,,aljazeera
Berdyansk,1,LOC,2022,3,22,46.755678,36.7887623,Ukraine,Berdiansk,aljazeera
