Entity,Frequency,Entity Type,Year,Month,Day,Latitude,Longitude,Country,City,News Source
China,36,GPE,2022,3,14,35.000074,104.999927,China,,aljazeera
United States,30,GPE,2022,3,14,39.7837304,-100.445882,United States,,aljazeera
Moscow,21,GPE,2022,3,14,55.7504461,37.6174943,Russia,Moscow,aljazeera
United Kingdom,16,GPE,2022,3,14,54.7023545,-3.2765753,United Kingdom,,aljazeera
Mariupol,11,GPE,2022,3,14,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Syria,8,GPE,2022,3,14,34.6401861,39.0494106,Syria,,aljazeera
Poland,7,GPE,2022,3,14,52.215933,19.134422,Poland,,aljazeera
Hungary,5,GPE,2022,3,14,47.1817585,19.5060937,Hungary,Pusztavacs,aljazeera
Belarus,5,GPE,2022,3,14,53.4250605,27.6971358,Belarus,,aljazeera
Canada,5,GPE,2022,3,14,61.0666922,-107.991707,Canada,,aljazeera
London,5,GPE,2022,3,14,51.5073219,-0.1276474,United Kingdom,Westminster,aljazeera
Beijing,5,GPE,2022,3,14,39.906217,116.3912757,China,Beijing,aljazeera
Chernobyl,4,GPE,2022,3,14,51.2705477,30.2195609,Ukraine,Chernobyl,aljazeera
France,4,GPE,2022,3,14,46.603354,1.8883335,France,,aljazeera
United States,4,GPE,2022,3,14,39.7837304,-100.445882,United States,,aljazeera
Brussels,4,GPE,2022,3,14,50.8465573,4.351697,Belgium,Brussels,aljazeera
Kyiv,4,GPE,2022,3,14,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Kyiv,21,LOC,2022,3,14,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,6,LOC,2022,3,14,,,,,aljazeera
Dnipro,2,LOC,2022,3,14,51.9191343,30.8243039,Ukraine,,aljazeera
Loire,1,LOC,2022,3,14,45.75385355,4.045473683,France,,aljazeera
Kyiv,1,LOC,2022,3,14,,,,,aljazeera
Bug River,1,LOC,2022,3,14,,,,,aljazeera
Azov Sea,1,LOC,2022,3,14,46.196729,36.73570655,,,aljazeera
Middle East,1,LOC,2022,3,14,,,,,aljazeera
Ukraine,165,GPE,2022,3,15,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,103,GPE,2022,3,15,64.6863136,97.7453061,Russia,,aljazeera
United States,30,GPE,2022,3,15,39.7837304,-100.445882,United States,,aljazeera
Moscow,19,GPE,2022,3,15,55.7504461,37.6174943,Russia,Moscow,aljazeera
Kyiv,13,GPE,2022,3,15,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Poland,11,GPE,2022,3,15,52.215933,19.134422,Poland,,aljazeera
Chernihiv,8,GPE,2022,3,15,51.272593,31.7417235,Ukraine,,aljazeera
China,8,GPE,2022,3,15,35.000074,104.999927,China,,aljazeera
Mariupol,7,GPE,2022,3,15,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Turkey,7,GPE,2022,3,15,38.9597594,34.9249653,Turkey,,aljazeera
Japan,5,GPE,2022,3,15,36.5748441,139.2394179,Japan,Kiryu,aljazeera
United Kingdom,5,GPE,2022,3,15,54.7023545,-3.2765753,United Kingdom,,aljazeera
Slovenia,5,GPE,2022,3,15,45.8133113,14.4808369,Slovenia,,aljazeera
Taiwan,5,GPE,2022,3,15,23.9739374,120.9820179,Taiwan,,aljazeera
Syria,4,GPE,2022,3,15,34.6401861,39.0494106,Syria,,aljazeera
France,3,GPE,2022,3,15,46.603354,1.8883335,France,,aljazeera
Russia,3,GPE,2022,3,15,64.6863136,97.7453061,Russia,,aljazeera
Austria,3,GPE,2022,3,15,47.59397,14.12456,Austria,Stainach-Pürgg,aljazeera
Brussels,3,GPE,2022,3,15,50.8465573,4.351697,Belgium,Brussels,aljazeera
Kyiv,15,LOC,2022,3,15,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,4,LOC,2022,3,15,,,,,aljazeera
Eastern Europe,1,LOC,2022,3,15,,,,,aljazeera
Dnipro,1,LOC,2022,3,15,51.9191343,30.8243039,Ukraine,,aljazeera
Black Sea,1,LOC,2022,3,15,43.87280435,33.99381559,,,aljazeera
Ukraine,154,GPE,2022,3,16,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,105,GPE,2022,3,16,64.6863136,97.7453061,Russia,,aljazeera
United States,23,GPE,2022,3,16,39.7837304,-100.445882,United States,,aljazeera
Moscow,17,GPE,2022,3,16,55.7504461,37.6174943,Russia,Moscow,aljazeera
United Kingdom,15,GPE,2022,3,16,54.7023545,-3.2765753,United Kingdom,,aljazeera
Mariupol,14,GPE,2022,3,16,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
China,12,GPE,2022,3,16,35.000074,104.999927,China,,aljazeera
Belarus,8,GPE,2022,3,16,53.4250605,27.6971358,Belarus,,aljazeera
India,8,GPE,2022,3,16,22.3511148,78.6677428,India,,aljazeera
Germany,7,GPE,2022,3,16,51.0834196,10.4234469,Germany,,aljazeera
France,6,GPE,2022,3,16,46.603354,1.8883335,France,,aljazeera
Kyiv,6,GPE,2022,3,16,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Poland,6,GPE,2022,3,16,52.215933,19.134422,Poland,,aljazeera
Hungary,6,GPE,2022,3,16,47.1817585,19.5060937,Hungary,Pusztavacs,aljazeera
Turkey,6,GPE,2022,3,16,38.9597594,34.9249653,Turkey,,aljazeera
Britain,5,GPE,2022,3,16,54.31536155,-1.918023495,United Kingdom,,aljazeera
Chernihiv,5,GPE,2022,3,16,51.272593,31.7417235,Ukraine,,aljazeera
Canada,5,GPE,2022,3,16,61.0666922,-107.991707,Canada,,aljazeera
Washington,4,GPE,2022,3,16,38.8950368,-77.0365427,United States,Washington,aljazeera
Europe,6,LOC,2022,3,16,,,,,aljazeera
Mars,5,LOC,2022,3,16,45.022172,4.3221548,France,,aljazeera
Kyiv,3,LOC,2022,3,16,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Black Sea,2,LOC,2022,3,16,43.87280435,33.99381559,,,aljazeera
Black Sea,1,LOC,2022,3,16,43.87280435,33.99381559,,,aljazeera
Ukraine,160,GPE,2022,3,17,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,119,GPE,2022,3,17,64.6863136,97.7453061,Russia,,aljazeera
United States,30,GPE,2022,3,17,39.7837304,-100.445882,United States,,aljazeera
Moscow,24,GPE,2022,3,17,55.7504461,37.6174943,Russia,Moscow,aljazeera
United Kingdom,22,GPE,2022,3,17,54.7023545,-3.2765753,United Kingdom,,aljazeera
Mariupol,15,GPE,2022,3,17,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Italy,8,GPE,2022,3,17,42.6384261,12.674297,Italy,Terni,aljazeera
Poland,8,GPE,2022,3,17,52.215933,19.134422,Poland,,aljazeera
China,7,GPE,2022,3,17,35.000074,104.999927,China,,aljazeera
Japan,6,GPE,2022,3,17,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Lviv,6,GPE,2022,3,17,49.841952,24.0315921,Ukraine,Lviv,aljazeera
Bulgaria,5,GPE,2022,3,17,42.6073975,25.4856617,Bulgaria,,aljazeera
Norway,4,GPE,2022,3,17,60.5000209,9.0999715,Norway,,aljazeera
Slovakia,4,GPE,2022,3,17,48.7411522,19.4528646,Slovakia,Ľubietová,aljazeera
Germany,4,GPE,2022,3,17,51.0834196,10.4234469,Germany,,aljazeera
Australia,4,GPE,2022,3,17,-24.7761086,134.755,Australia,,aljazeera
Kyiv,3,GPE,2022,3,17,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Beijing,3,GPE,2022,3,17,39.906217,116.3912757,China,Beijing,aljazeera
Syria,3,GPE,2022,3,17,34.6401861,39.0494106,Syria,,aljazeera
Kyiv,6,LOC,2022,3,17,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,2,LOC,2022,3,17,,,,,aljazeera
Eastern Europe,2,LOC,2022,3,17,,,,,aljazeera
Shale,1,LOC,2022,3,17,42.3659184,19.75758445,Albania,Shalë,aljazeera
Azov Sea,1,LOC,2022,3,17,46.196729,36.73570655,,,aljazeera
Black Sea,1,LOC,2022,3,17,43.87280435,33.99381559,,,aljazeera
Black Sea,1,LOC,2022,3,17,43.87280435,33.99381559,,,aljazeera
Ukraine,99,GPE,2022,3,18,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,53,GPE,2022,3,18,64.6863136,97.7453061,Russia,,aljazeera
China,29,GPE,2022,3,18,35.000074,104.999927,China,,aljazeera
United States,26,GPE,2022,3,18,39.7837304,-100.445882,United States,,aljazeera
Poland,16,GPE,2022,3,18,52.215933,19.134422,Poland,,aljazeera
Moscow,15,GPE,2022,3,18,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,10,GPE,2022,3,18,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Beijing,8,GPE,2022,3,18,39.906217,116.3912757,China,Beijing,aljazeera
India,6,GPE,2022,3,18,22.3511148,78.6677428,India,,aljazeera
Switzerland,6,GPE,2022,3,18,46.7985624,8.2319736,Switzerland,Sachseln,aljazeera
Kyiv,5,GPE,2022,3,18,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Bulgaria,5,GPE,2022,3,18,42.6073975,25.4856617,Bulgaria,,aljazeera
Belarus,3,GPE,2022,3,18,53.4250605,27.6971358,Belarus,,aljazeera
Mykolaiv,2,GPE,2022,3,18,47.3886032,31.9442334,Ukraine,,aljazeera
Japan,2,GPE,2022,3,18,36.5748441,139.2394179,Japan,Kiryu,aljazeera
New Delhi,2,GPE,2022,3,18,28.6138954,77.2090057,India,New Delhi,aljazeera
Kishida,2,GPE,2022,3,18,35.4610773,134.4770731,Japan,,aljazeera
United Kingdom,2,GPE,2022,3,18,54.7023545,-3.2765753,United Kingdom,,aljazeera
Europe,5,LOC,2022,3,18,,,,,aljazeera
Kyiv,2,LOC,2022,3,18,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Black Sea,2,LOC,2022,3,18,43.87280435,33.99381559,,,aljazeera
Azov Sea,2,LOC,2022,3,18,46.196729,36.73570655,,,aljazeera
Black Sea,1,LOC,2022,3,18,43.87280435,33.99381559,,,aljazeera
Mediterranean Sea,1,LOC,2022,3,18,34,18,,,aljazeera
Azov Sea,1,LOC,2022,3,18,46.196729,36.73570655,,,aljazeera
Ukraine,89,GPE,2022,3,19,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,66,GPE,2022,3,19,64.6863136,97.7453061,Russia,,aljazeera
Mariupol,24,GPE,2022,3,19,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
United States,11,GPE,2022,3,19,39.7837304,-100.445882,United States,,aljazeera
China,10,GPE,2022,3,19,35.000074,104.999927,China,,aljazeera
Israel,8,GPE,2022,3,19,31.5313113,34.8667654,Israel,Lachish Regional Council,aljazeera
Moscow,6,GPE,2022,3,19,55.7504461,37.6174943,Russia,Moscow,aljazeera
Germany,6,GPE,2022,3,19,51.0834196,10.4234469,Germany,,aljazeera
France,4,GPE,2022,3,19,46.603354,1.8883335,France,,aljazeera
Qatar,4,GPE,2022,3,19,25.3336984,51.2295295,Qatar,,aljazeera
Turkey,4,GPE,2022,3,19,38.9597594,34.9249653,Turkey,,aljazeera
Switzerland,3,GPE,2022,3,19,46.7985624,8.2319736,Switzerland,Sachseln,aljazeera
Warsaw,3,GPE,2022,3,19,52.2319581,21.0067249,Poland,Warsaw,aljazeera
Kharkiv,2,GPE,2022,3,19,49.9923181,36.2310146,Ukraine,Kharkiv,aljazeera
Ukraine,2,GPE,2022,3,19,49.4871968,31.2718321,Ukraine,,aljazeera
Jerusalem,2,GPE,2022,3,19,31.79592425,35.21198076,Israel,Jerusalem,aljazeera
Slovakia,2,GPE,2022,3,19,48.7411522,19.4528646,Slovakia,Ľubietová,aljazeera
Kherson,2,GPE,2022,3,19,46.5421715,33.4079326,Ukraine,,aljazeera
Kyiv,4,LOC,2022,3,19,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,4,LOC,2022,3,19,,,,,aljazeera
Black Sea,1,LOC,2022,3,19,43.87280435,33.99381559,,,aljazeera
Sviatoshyn District,1,LOC,2022,3,19,50.4576865,30.3883951,Ukraine,,aljazeera
Luhansk,1,LOC,2022,3,19,49.2724587,38.9150477,Ukraine,,aljazeera
Western Volyn Region,1,LOC,2022,3,19,,,,,aljazeera
Ukraine,100,GPE,2022,3,20,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,76,GPE,2022,3,20,64.6863136,97.7453061,Russia,,aljazeera
Moscow,29,GPE,2022,3,20,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,13,GPE,2022,3,20,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Kyiv,11,GPE,2022,3,20,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
United States,9,GPE,2022,3,20,39.7837304,-100.445882,United States,,aljazeera
China,9,GPE,2022,3,20,35.000074,104.999927,China,,aljazeera
Japan,8,GPE,2022,3,20,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Brussels,6,GPE,2022,3,20,50.8465573,4.351697,Belgium,Brussels,aljazeera
Chernobyl,6,GPE,2022,3,20,51.2705477,30.2195609,Ukraine,Chernobyl,aljazeera
Kherson,5,GPE,2022,3,20,46.5421715,33.4079326,Ukraine,,aljazeera
Ukraine,5,GPE,2022,3,20,49.4871968,31.2718321,Ukraine,,aljazeera
Israel,5,GPE,2022,3,20,31.5313113,34.8667654,Israel,Lachish Regional Council,aljazeera
Lithuania,4,GPE,2022,3,20,55.3500003,23.7499997,Lithuania,,aljazeera
Jerusalem,4,GPE,2022,3,20,31.79592425,35.21198076,Israel,Jerusalem,aljazeera
Germany,3,GPE,2022,3,20,51.0834196,10.4234469,Germany,,aljazeera
Turkey,3,GPE,2022,3,20,38.9597594,34.9249653,Turkey,,aljazeera
Poland,3,GPE,2022,3,20,52.215933,19.134422,Poland,,aljazeera
Slovenia,3,GPE,2022,3,20,45.8133113,14.4808369,Slovenia,,aljazeera
Europe,14,LOC,2022,3,20,,,,,aljazeera
Kyiv,9,LOC,2022,3,20,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Podilskyi District,3,LOC,2022,3,20,50.4895574,30.42850355,Ukraine,Kyiv,aljazeera
Black Sea,2,LOC,2022,3,20,43.87280435,33.99381559,,,aljazeera
Berdyansk,1,LOC,2022,3,20,46.755678,36.7887623,Ukraine,Berdiansk,aljazeera
Azov Sea,1,LOC,2022,3,20,46.196729,36.73570655,,,aljazeera
Black Sea,1,LOC,2022,3,20,43.87280435,33.99381559,,,aljazeera
Ukraine,151,GPE,2022,3,21,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,113,GPE,2022,3,21,64.6863136,97.7453061,Russia,,aljazeera
United States,37,GPE,2022,3,21,39.7837304,-100.445882,United States,,aljazeera
United States,29,GPE,2022,3,21,39.7837304,-100.445882,United States,,aljazeera
Mariupol,16,GPE,2022,3,21,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Poland,10,GPE,2022,3,21,52.215933,19.134422,Poland,,aljazeera
Japan,10,GPE,2022,3,21,36.5748441,139.2394179,Japan,Kiryu,aljazeera
United Kingdom,6,GPE,2022,3,21,54.7023545,-3.2765753,United Kingdom,,aljazeera
Kyiv,5,GPE,2022,3,21,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Belarus,5,GPE,2022,3,21,53.4250605,27.6971358,Belarus,,aljazeera
United States,4,GPE,2022,3,21,39.7837304,-100.445882,United States,,aljazeera
United States,4,GPE,2022,3,21,39.7837304,-100.445882,United States,,aljazeera
Hungary,4,GPE,2022,3,21,47.1817585,19.5060937,Hungary,Pusztavacs,aljazeera
London,4,GPE,2022,3,21,51.5073219,-0.1276474,United Kingdom,Westminster,aljazeera
Washington,4,GPE,2022,3,21,38.8950368,-77.0365427,United States,Washington,aljazeera
China,3,GPE,2022,3,21,35.000074,104.999927,China,,aljazeera
India,3,GPE,2022,3,21,22.3511148,78.6677428,India,,aljazeera
Ukraine,3,GPE,2022,3,21,49.4871968,31.2718321,Ukraine,,aljazeera
Europe,13,LOC,2022,3,21,,,,,aljazeera
Kyiv,4,LOC,2022,3,21,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Dnipro,2,LOC,2022,3,21,51.9191343,30.8243039,Ukraine,,aljazeera
Azov Sea,2,LOC,2022,3,21,46.196729,36.73570655,,,aljazeera
Eastern Dnipro,1,LOC,2022,3,21,,,,,aljazeera
Lurope,1,LOC,2022,3,21,,,,,aljazeera
Volyn,1,LOC,2022,3,21,51.5451167,24.6627893,Ukraine,,aljazeera
Crimea,1,LOC,2022,3,21,45.28350435,34.20081878,Ukraine,,aljazeera
Black Sea,1,LOC,2022,3,21,43.87280435,33.99381559,,,aljazeera
Middle East,1,LOC,2022,3,21,,,,,aljazeera
Ukraine,128,GPE,2022,3,22,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,117,GPE,2022,3,22,64.6863136,97.7453061,Russia,,aljazeera
United States,33,GPE,2022,3,22,39.7837304,-100.445882,United States,,aljazeera
Moscow,23,GPE,2022,3,22,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,15,GPE,2022,3,22,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Poland,10,GPE,2022,3,22,52.215933,19.134422,Poland,,aljazeera
Belarus,8,GPE,2022,3,22,53.4250605,27.6971358,Belarus,,aljazeera
China,7,GPE,2022,3,22,35.000074,104.999927,China,,aljazeera
Germany,7,GPE,2022,3,22,51.0834196,10.4234469,Germany,,aljazeera
Brussels,6,GPE,2022,3,22,50.8465573,4.351697,Belgium,Brussels,aljazeera
United Kingdom,6,GPE,2022,3,22,54.7023545,-3.2765753,United Kingdom,,aljazeera
Kyiv,5,GPE,2022,3,22,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
United States,4,GPE,2022,3,22,39.7837304,-100.445882,United States,,aljazeera
United States,3,GPE,2022,3,22,39.7837304,-100.445882,United States,,aljazeera
France,3,GPE,2022,3,22,46.603354,1.8883335,France,,aljazeera
United States,3,GPE,2022,3,22,39.7837304,-100.445882,United States,,aljazeera
Sweden,3,GPE,2022,3,22,59.6749712,14.5208584,Sweden,,aljazeera
Japan,3,GPE,2022,3,22,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Kyiv,6,LOC,2022,3,22,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,5,LOC,2022,3,22,,,,,aljazeera
Desna River,1,LOC,2022,3,22,52.264635,33.342848,Ukraine,,aljazeera
Desna River,1,LOC,2022,3,22,52.264635,33.342848,Ukraine,,aljazeera
Crimea,1,LOC,2022,3,22,45.28350435,34.20081878,Ukraine,,aljazeera
Berdyansk,1,LOC,2022,3,22,46.755678,36.7887623,Ukraine,Berdiansk,aljazeera
Mariupol,1,LOC,2022,3,22,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Ukraine,157,GPE,2022,3,23,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,138,GPE,2022,3,23,64.6863136,97.7453061,Russia,,aljazeera
United States,30,GPE,2022,3,23,39.7837304,-100.445882,United States,,aljazeera
Moscow,28,GPE,2022,3,23,55.7504461,37.6174943,Russia,Moscow,aljazeera
United Kingdom,17,GPE,2022,3,23,54.7023545,-3.2765753,United Kingdom,,aljazeera
Brussels,13,GPE,2022,3,23,50.8465573,4.351697,Belgium,Brussels,aljazeera
Mariupol,10,GPE,2022,3,23,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
China,7,GPE,2022,3,23,35.000074,104.999927,China,,aljazeera
Bulgaria,6,GPE,2022,3,23,42.6073975,25.4856617,Bulgaria,,aljazeera
Kyiv,6,GPE,2022,3,23,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Poland,6,GPE,2022,3,23,52.215933,19.134422,Poland,,aljazeera
Belgium,6,GPE,2022,3,23,50.6402809,4.6667145,Belgium,,aljazeera
Syria,4,GPE,2022,3,23,34.6401861,39.0494106,Syria,,aljazeera
Belarus,4,GPE,2022,3,23,53.4250605,27.6971358,Belarus,,aljazeera
Washington,4,GPE,2022,3,23,38.8950368,-77.0365427,United States,Washington,aljazeera
Japan,4,GPE,2022,3,23,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Canada,3,GPE,2022,3,23,61.0666922,-107.991707,Canada,,aljazeera
Kyiv,12,LOC,2022,3,23,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,7,LOC,2022,3,23,,,,,aljazeera
Black Sea,3,LOC,2022,3,23,43.87280435,33.99381559,,,aljazeera
Middle East,1,LOC,2022,3,23,,,,,aljazeera
Middle East,1,LOC,2022,3,23,,,,,aljazeera
Black Sea,1,LOC,2022,3,23,43.87280435,33.99381559,,,aljazeera
Eastern Europe,1,LOC,2022,3,23,,,,,aljazeera
Mariupol,1,LOC,2022,3,23,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Crimea,1,LOC,2022,3,23,45.28350435,34.20081878,Ukraine,,aljazeera
Anadolu,1,LOC,2022,3,23,38.9528714,34.9249653,Turkey,,aljazeera
Eastern Europe,1,LOC,2022,3,23,,,,,aljazeera
Azov Sea,1,LOC,2022,3,23,46.196729,36.73570655,,,aljazeera
Berdyansk,1,LOC,2022,3,23,46.755678,36.7887623,Ukraine,Berdiansk,aljazeera
Azov Sea,1,LOC,2022,3,23,46.196729,36.73570655,,,aljazeera
Podil,1,LOC,2022,3,23,50.469128,30.516624,Ukraine,Kyiv,aljazeera
Avtovaz,1,LOC,2022,3,23,47.9646728,37.85981076,Ukraine,Donetsk,aljazeera
Ukraine,133,GPE,2022,3,24,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,110,GPE,2022,3,24,64.6863136,97.7453061,Russia,,aljazeera
United States,34,GPE,2022,3,24,39.7837304,-100.445882,United States,,aljazeera
Moscow,25,GPE,2022,3,24,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,14,GPE,2022,3,24,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Mexico,9,GPE,2022,3,24,23.6585116,-102.0077097,Mexico,,aljazeera
United Kingdom,8,GPE,2022,3,24,54.7023545,-3.2765753,United Kingdom,,aljazeera
France,6,GPE,2022,3,24,46.603354,1.8883335,France,,aljazeera
Brussels,6,GPE,2022,3,24,50.8465573,4.351697,Belgium,Brussels,aljazeera
Chernobyl,6,GPE,2022,3,24,51.2705477,30.2195609,Ukraine,Chernobyl,aljazeera
Kyiv,6,GPE,2022,3,24,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Poland,6,GPE,2022,3,24,52.215933,19.134422,Poland,,aljazeera
Germany,6,GPE,2022,3,24,51.0834196,10.4234469,Germany,,aljazeera
China,5,GPE,2022,3,24,35.000074,104.999927,China,,aljazeera
Washington,5,GPE,2022,3,24,38.8950368,-77.0365427,United States,Washington,aljazeera
Luhansk,5,GPE,2022,3,24,49.2724587,38.9150477,Ukraine,,aljazeera
Canada,5,GPE,2022,3,24,61.0666922,-107.991707,Canada,,aljazeera
Donbas,4,GPE,2022,3,24,48.1032,38.5921,Ukraine,Donbas,aljazeera
Kyiv,14,LOC,2022,3,24,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,7,LOC,2022,3,24,,,,,aljazeera
Azov Sea,1,LOC,2022,3,24,46.196729,36.73570655,,,aljazeera
Central Asia,1,LOC,2022,3,24,,,,,aljazeera
Donbas,1,LOC,2022,3,24,48.1032,38.5921,Ukraine,Donbas,aljazeera
Crimea,1,LOC,2022,3,24,45.28350435,34.20081878,Ukraine,,aljazeera
Pacific Island,1,LOC,2022,3,24,45.0015763,-1.1998453,France,,aljazeera
Desna River,1,LOC,2022,3,24,52.264635,33.342848,Ukraine,,aljazeera
Chornoby,1,LOC,2022,3,24,42.3038353,-82.8871862,Canada,,aljazeera
Middle East,1,LOC,2022,3,24,,,,,aljazeera
Ukraine,63,GPE,2022,3,25,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,55,GPE,2022,3,25,64.6863136,97.7453061,Russia,,aljazeera
United States,19,GPE,2022,3,25,39.7837304,-100.445882,United States,,aljazeera
Warsaw,10,GPE,2022,3,25,52.2319581,21.0067249,Poland,Warsaw,aljazeera
Moscow,9,GPE,2022,3,25,55.7504461,37.6174943,Russia,Moscow,aljazeera
Japan,7,GPE,2022,3,25,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Donbas,6,GPE,2022,3,25,48.1032,38.5921,Ukraine,Donbas,aljazeera
Poland,5,GPE,2022,3,25,52.215933,19.134422,Poland,,aljazeera
Mariupol,5,GPE,2022,3,25,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Qatar,5,GPE,2022,3,25,25.3336984,51.2295295,Qatar,,aljazeera
Lviv,4,GPE,2022,3,25,49.841952,24.0315921,Ukraine,Lviv,aljazeera
Chernobyl,3,GPE,2022,3,25,51.2705477,30.2195609,Ukraine,Chernobyl,aljazeera
Hiroshima,3,GPE,2022,3,25,34.3916058,132.4518156,Japan,Hiroshima,aljazeera
Rzeszow,2,GPE,2022,3,25,50.013064,22.01614346,Poland,Rzeszow,aljazeera
Chernihiv,2,GPE,2022,3,25,51.272593,31.7417235,Ukraine,,aljazeera
Lviv,2,GPE,2022,3,25,49.841952,24.0315921,Ukraine,Lviv,aljazeera
Kishida,2,GPE,2022,3,25,35.4610773,134.4770731,Japan,,aljazeera
Doha,2,GPE,2022,3,25,25.2856329,51.5264162,Qatar,Doha,aljazeera
Kyiv,11,LOC,2022,3,25,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,4,LOC,2022,3,25,,,,,aljazeera
Black Sea,1,LOC,2022,3,25,43.87280435,33.99381559,,,aljazeera
Kuril Islands,1,LOC,2022,3,25,23.80216945,90.39791172,Bangladesh,Dhaka,aljazeera
Ukraine,106,GPE,2022,3,26,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,66,GPE,2022,3,26,64.6863136,97.7453061,Russia,,aljazeera
Moscow,13,GPE,2022,3,26,55.7504461,37.6174943,Russia,Moscow,aljazeera
United States,10,GPE,2022,3,26,39.7837304,-100.445882,United States,,aljazeera
Poland,7,GPE,2022,3,26,52.215933,19.134422,Poland,,aljazeera
France,6,GPE,2022,3,26,46.603354,1.8883335,France,,aljazeera
London,6,GPE,2022,3,26,51.5073219,-0.1276474,United Kingdom,Westminster,aljazeera
Belarus,5,GPE,2022,3,26,53.4250605,27.6971358,Belarus,,aljazeera
Turkey,5,GPE,2022,3,26,38.9597594,34.9249653,Turkey,,aljazeera
Mariupol,5,GPE,2022,3,26,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Warsaw,4,GPE,2022,3,26,52.2319581,21.0067249,Poland,Warsaw,aljazeera
Qatar,4,GPE,2022,3,26,25.3336984,51.2295295,Qatar,,aljazeera
Kyiv,3,GPE,2022,3,26,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Germany,3,GPE,2022,3,26,51.0834196,10.4234469,Germany,,aljazeera
Donbas,3,GPE,2022,3,26,48.1032,38.5921,Ukraine,Donbas,aljazeera
Chernobyl,3,GPE,2022,3,26,51.2705477,30.2195609,Ukraine,Chernobyl,aljazeera
United Kingdom,2,GPE,2022,3,26,54.7023545,-3.2765753,United Kingdom,,aljazeera
Europe,5,LOC,2022,3,26,,,,,aljazeera
Kyiv,3,LOC,2022,3,26,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Eastern Europe,1,LOC,2022,3,26,,,,,aljazeera
Crimea,1,LOC,2022,3,26,45.28350435,34.20081878,Ukraine,,aljazeera
Black Sea,1,LOC,2022,3,26,43.87280435,33.99381559,,,aljazeera
Baltic Sea,1,LOC,2022,3,26,56,18,,,aljazeera
Sumy,1,LOC,2022,3,26,50.90007875,34.80904073,Ukraine,Sumy,aljazeera
